rank,score,record_id,patent_id,domain,title,abstract,candidate_type,source
1127,0.75,18/435800,12600031,humanoid-robot-commercialization-technology,Tactile robotic training platform,"A wearable device may include an article configured to be worn by a user and a sensor array coupled with the article. The sensor array may be configured to obtain force data, among other data. A system can receive information generated by the wearable device utilized to perform a task. The information may include motion data indicating a motion of the wearable device and the force data indicating a force applied to the wearable device. The force data may be obtained from the sensor array generating digital outputs. The system can control a robotic device to perform a robotic motion based on the motion data and apply a robotic force based on the force data to repeat the task. The robotic device may include a sensor array to determine a force applied to the robotic device for controlling the robotic force. Other aspects are also described and claimed.",positive,in_domain
1128,0.75,18/626092,12611783,humanoid-robot-commercialization-technology,Robot hand and control method of the same,"A robot hand including a first gripper and a second gripper and a method of controlling a robot hand are provided. The method includes: recognizing a shape of an object through a camera; changing, based on the recognized shape of the object, a grasping orientation of the first gripper and the second gripper; grasping the object using the first gripper and the second gripper; and rotating the first gripper and the second gripper to change an orientation of the object according to a target position for the object to be seated.",positive,in_domain
1129,0.75,18/657415,12661800,humanoid-robot-commercialization-technology,Robot and method for controlling thereof,A robot and a controlling method thereof are provided. The robot includes: a camera; a driver; at least one memory storing instructions; and at least one processor operatively connected to the at least one memory. The at least one processor may be configured to execute the instructions to: recognize at least one user located around the robot based on an image acquired through the camera; identify a first rotation angle and a first rotation direction of the robot based on a location of at least one target region in which the at least one user is located among a plurality of regions within a field angle of the camera and a first gaze order for the at least one target region; and control the driver to rotate the robot based on the first rotation angle and the first rotation direction.,positive,in_domain
1130,0.75,18/608971,12629840,humanoid-robot-commercialization-technology,"Operation control device, operation control system, operation control method, and storage medium","An operation control device that controls an operation of a robot having a plurality of arms and end effectors connected to each of the arms includes an acquisition unit configured to acquire an operation instruction including a target position of the end effector from an operator, a relative relationship maintenance instruction unit configured to issue an instruction to keep a relative relationship between the end effectors constant, a control command generation unit configured to correct a target position of the end effector to maintain a relative relationship between the end effectors in response to the operation instruction acquired according to an instruction from the relative relationship maintenance instruction unit, and to calculate a joint angle target of the arm based on the corrected target position of the end effector.",positive,in_domain
1131,0.75,18/660517,12515331,humanoid-robot-commercialization-technology,System and method for robotic planning in partially observable environments using large language models,"A controller is provided for manipulating objects by a robot arm having a gripper. The controller includes a large language model (LLM) planner configured to acquire the states and the task description and generate an action sequence command that operates the robot arm with the gripper based on the task description, the current observations, historical information including historical actions and historical observations from previous steps. The controller includes a robot interface configured to generate and transmit commands to operate the robot arm in response to the action sequence from the LLM planner and an LLM evaluator configured to acquire the states, the current observations, analyze the historical information including historical actions and historical observations from previous steps, evaluate missing information required to complete the task, evaluate new information acquired by the sensors, estimate a task-execution status after the robot arm operated the generated action sequence, and output updated information to the LLM planner.",positive,in_domain
1132,0.75,18/659595,12521890,humanoid-robot-commercialization-technology,"Method and apparatus for robot control, device, robot, and medium","Embodiments of the disclosure relate to a method and apparatus for controlling a robot, a device, a robot, and a medium. The method for controlling a robot according to the embodiments of the disclosure includes determining, based on a real-time image captured by the robot at a first moment, a reference motion parameter and a reference control force corresponding to the real-time image. The method further includes determining a target pose and a target control force of the robot at a second moment after the first moment according to the reference motion parameter and the reference control force. The method further includes determining a target action of the robot at the second moment according to the target pose and the target control force.",positive,in_domain
1133,0.75,18/746382,12611772,humanoid-robot-commercialization-technology,Robot control device and robot control method,A robot that attaches and removes a work with respect to a machining device is controlled to correct a deviation of the robot's posture. A robot control device includes a correcting part that corrects a posture of the robot based on a measured value of a sensor that measures a load on the robot; a robot posture obtaining part; a work attachment target posture generating part; and a path generating part. The correcting part corrects the posture of the robot to decrease the load on the robot to be smaller than a threshold when the robot grips the work after machining. The robot posture obtaining part obtains a removal posture that is the posture of the robot after the correction for a plurality of the works after machining. The work attachment target posture generating part generates a new work attachment target posture based on a plurality of the removal postures.,positive,in_domain
1134,0.75,18/780486,12678945,humanoid-robot-commercialization-technology,Estimation of external force for robot control,"A robot control system includes circuitry configured to acquire a plurality of disturbance torques and a plurality of axis positions for a plurality of axes of a robot. The plurality of disturbance torques corresponds to the plurality of axis positions, and the plurality of disturbance torques and the plurality of axis positions correspond to a particular motion of the robot. The circuitry is further configured to transmit input data to a learned model for external force. The input data includes the plurality of disturbance torques or the plurality of axis positions. The circuitry is further configured to receive output data from the learned model for external force, calculate an estimated external force having acted on an end effector of the robot based on the output data, and control the robot based on the estimated external force. The output data includes transmission torque data or external force data.",positive,in_domain
1135,0.75,18/797905,12600043,humanoid-robot-commercialization-technology,Robot for assisting with and performing household chores,"A folding robot for assisting with and performing household chores includes a head having a screen and a sensor, an elongate neck member, a torso, one or more arms connected to the torso, a riser member connected and rotatable with respect to the torso, one or more legs connected to the riser member by a hip joint, and a controller configured to send and receive data associated with the robot for completion of household tasks. Each arm includes a first arm member, a second arm member, a wrist member, and at least two fingers. Each leg includes a leg member, a first drive wheel disposed at a first end of the leg member coaxial with the hip joint, and a second drive wheel disposed at a second end of the leg member. The first drive wheel and second drive wheel are independently controllable for travel of the robot.",positive,in_domain
1136,0.75,18/799719,12667960,humanoid-robot-commercialization-technology,"Systems, methods, and control modules for controlling grasping by robot systems","Systems, methods, and control modules for operating robot systems are described. A touch heatmap is generated for an object, indicating at least one touch region for the object. Touch regions indicate regions of an object which are most suitable or most prone to touching when the object is grasped. At least one end effector is controlled in accordance with at least one grasp primitive, to grasp the object in accordance with at least one touch region specified in the touch heatmap.",positive,in_domain
1137,0.75,18/808390,12661794,humanoid-robot-commercialization-technology,System and method for proprioceptive and responsive robotic door opening,"The present disclosure pertains to a system and method for a robotic arm mounted on a mobile base, wherein the robotic arm applies a desired force at a point of contact between an arm and a point in the environment. One method involves low-level, automated coordination, wherein the higher-level decision making is made by a human operator, while another method addresses the variability of success in visual identification of door features, by increasing the reliance on proprioceptive cues such as forces from the door and door hinge and reducing reliance on exteroceptive cues.",positive,in_domain
1138,0.75,18/807017,12409570,humanoid-robot-commercialization-technology,Humanoid transformer robots and methods of controlling the same,"A robot includes a mobile base comprising a base body with a set of active wheels, an upper body comprising a torso with arms, and a pedestal linkage having a first end coupled to the base body by a first pivotable joint and a second end coupled to the torso by a second pivotable joint, wherein the pedestal linkage is pivotable relative to the base body to transform the robot between an elevated, elongated, or standing configuration and a lowered, contracted, or sitting configuration. In the second configuration, an omniwheel positioned at the base of the torso contacts the ground to improve stability of the system, and the pedestal linkage is received in a slot in the base body to produce a congruous work surface over which the torso may be rotated to face and upon which objects may be placed and manipulated during transport.",positive,in_domain
1139,0.75,18/970132,12667964,humanoid-robot-commercialization-technology,"Control system, control method, and non-transitory computer readable medium storing control program","A control system is configured to execute: a parameter optimization processing to optimize a rotational speed of a wheel and an angular velocity of joints of the arm of a mobile robot that have already been calculated; and a temporal trajectory optimization processing to optimize a trajectory of the end effector by performing temporal trajectory optimization. The parameter optimization processing adjusts a weight of a rotational speed of the wheel and a weight of the angular velocity of the joints of the arm so that the weight of the rotational speed of the wheel that is applied to the rotational speed of the wheel increases as the end effector approaches a target position of the end effector, whereby the angular velocity of the joints of the arm is minimized. The control system can employ a machine trained model.",positive,in_domain
1140,0.75,19/064596,12605824,humanoid-robot-commercialization-technology,Humanoid robot,"A humanoid robot includes a torso, a left arm assembly coupled to the torso and having a first reference line, a left wrist coupled to the left arm assembly and including at least a rotational axis, and a left end effector coupled to the left wrist. The left end effector is configured to move about the rotational axis and includes a finger assembly with a second reference line and at least two degrees of freedom, and a thumb assembly with at least three degrees of freedom. A first angle is formed between the first and second reference lines when the left wrist is in a first configuration, and a second angle is formed when the left wrist is in a second configuration. Both the first and second angles are greater than 70 degrees, and the difference between the first and second angles is greater than 150 degrees.",positive,in_domain
1141,0.75,19/185186,12594671,humanoid-robot-commercialization-technology,"Teleoperation system for robotic manipulation, and methods, apparatus, and systems thereof","A teleoperation system, including a robotic controller configured to translate a plurality of user inputs to a plurality of robotic control signals. A robotic manipulator, configured to operate separately from the robotic controller and to receive robotic control signals from the robotic controller, the robotic manipulator comprising a plurality of first joints and an end effector, wherein the robotic manipulator is configured to assume a plurality of poses, and wherein each respective pose of the plurality of poses corresponds to a respective configuration of the plurality of first joints. A feedback system, operatively coupled to the robotic manipulator, the feedback system configured to generate feedback information and transmit the feedback information to the robotic controller, wherein the feedback information includes information that indicates a current pose of the robotic manipulator, including the respective configuration of the plurality of first joints corresponding to the current pose of the robotic manipulator.",positive,in_domain
1142,0.75,19/259465,12594674,humanoid-robot-commercialization-technology,Multi-agent calibration and motion control,System and methods for calibrating a robotic system. The methods comprise: obtaining point cloud data comprising data points specifying tracked locations of tracking target(s) coupled to robotic arm(s) while the robotic arm(s) draw(s) a three-dimensional object in a space; obtaining reference point cloud data comprising data points defining a reference three-dimensional object; comparing the point cloud data to the reference point cloud data; generating offsets between the three-dimensional object(s) drawn by the robotic arm(s) and the reference three-dimensional object based on said comparing; and kinematically adjusting base frame(s) of the robotic arm(s) using the offsets.,positive,in_domain
1143,0.75,19/260568,12643243,humanoid-robot-commercialization-technology,Autowrap robotics: AI platform for automated vehicle surface treatment using humanoid robots,"AutoWrap Robotics is an AI-driven software platform enabling autonomous surface treatments—such as PPF, vinyl wraps, ceramic coatings, window tinting, and custom graphics—on vehicles, watercraft, and buildings. It integrates real-time 3D surface mapping, machine learning, and automated multi-tool switching to perform complex tasks with minimal human input. The system supports gantry robots, articulated arms, mobile platforms, and humanoid robots like Tesla Optimus and Figure AI, offering scalable, flexible control. Cloud-based intelligence powers fleet-wide optimization, allowing shared data to continuously improve motion paths, defect correction, and alignment. This ensures consistent quality and precision across high-volume applications, including branded fleets and commercial installations. By uniting AI-driven planning with robotic dexterity, AutoWrap Robotics delivers high-quality film and coating applications in both controlled and remote settings—without requiring custom hardware. This lowers deployment time, reduces operational costs, and positions the platform as a scalable solution for automated surface treatment at industrial scale.",positive,in_domain
1144,0.7,14/619551,9415515,humanoid-robot-commercialization-technology,Method and apparatus for fixing a manipulator axis,"A method for fixing the position at least one axis of a manipulator, in particular of a robot, includes closuring a mechanical brake of the axis, deactivating an actuator of the axis with a motion controller, monitoring the mechanical brake, and activating the actuator with the motion controller if a monitoring system identifies a fault condition of the mechanical brake.",positive,in_domain
1145,0.7,14/618629,9314932,humanoid-robot-commercialization-technology,Kinetic and dimensional optimization for a tendon-driven gripper,"A tendon-driven robotic gripper is disclosed for performing fingertip and enveloping grasps. One embodiment comprises two fingers, each with two links, and is actuated using a single active tendon. During unobstructed closing, the distal links remain parallel, creating exact fingertip grasps. Conversely, if the proximal links are stopped by contact with an object, the distal links start flexing, creating a stable enveloping grasp. The route of the active tendon and the parameters of the springs providing passive extension forces are optimized in order to achieve this behavior. An additional passive tendon is disclosed that may be used as a constraint preventing the gripper from entering undesirable parts of the joint workspace. A method for optimizing the dimensions of the links in order to achieve enveloping grasps of a large range of objects is disclosed and applied to a set of common household objects.",positive,in_domain
1146,0.7,14/634523,9586318,humanoid-robot-commercialization-technology,Modular robot with smart device,A wearable smart device is configured to be positioned on and external to a robot having a robot sensor for sensing robot data and a robot input/output port. The wearable smart device includes a device sensor capable of detecting device data corresponding to an environment of the wearable smart device. The wearable smart device also includes a device input/output port. The wearable smart device also includes a device processor coupled to the robot sensor via the robot input/output port and the device input/output port. The device processor is also coupled to the device sensor and configured to control the robot based on the robot data and the device data.,positive,in_domain
1147,0.7,14/638465,9687985,humanoid-robot-commercialization-technology,"Robot hand having workpiece positioning function, robot system, and method of positioning and gripping workpiece","The robot hand of the present invention comprises: a first abutting part which projects from a main body part in Z-direction, and has a first abutting surface against which a first surface of the workpiece abuts; second and third abutting parts which extend from the main body part, and against which the second and third surfaces of the workpiece abut respectively; and a suction member which is attached to the main body part so as to hold by suction the first surface. The suction member is deformable into an elongated shape where the suction surface is located in front of the first abutting surface in Z-direction, and into a contracted shape where the suction surface is located in back of the first abutting surface in Z-direction.",positive,in_domain
1148,0.7,14/691013,9409293,humanoid-robot-commercialization-technology,Robot,"A robot includes a base, first and second arms, first and second drive sources, first and second inertia sensors, and first and second angle sensors. A rotation axis of the first arm and a rotation axis of the second arm are orthogonal to each other. The first inertia sensor is installed at the first arm, and the second inertia sensor is installed at the second arm. The first angle sensor is installed at the first drive source, and the second angle sensor is installed at the second drive source. Angular velocities obtained from the first inertia sensor and the first angle sensor are fed back to a first drive source control unit. Angular velocities obtained from the second inertia sensor and the second angle sensor are fed back to a second drive source control unit.",positive,in_domain
1149,0.7,14/698322,9682478,humanoid-robot-commercialization-technology,Safety monitoring device for robot gripping and carrying workpiece,"A safety monitoring device monitoring a robot includes a workpiece parameter switching unit switching a workpiece parameter, an external force estimation unit estimating, as an external force estimation value, a force acting on the robot from an external environment by using the workpiece parameter, an external force monitoring unit stopping the robot when the external force estimation value satisfies an external force determination condition, an operation monitoring unit stopping the robot, based on conditions such as a position of the robot being included within a predetermined region, an operation monitoring state switching unit switching between a disabling command and an enabling command for the operation monitoring unit, and an external force determination condition setting unit switching the external force determination condition to an operation monitoring disabling time external force determination condition at the disabling command and to an operation monitoring enabling time external force determination condition at the enabling command.",positive,in_domain
1150,0.7,14/734458,9908242,humanoid-robot-commercialization-technology,Robot control device provided with function of reflecting points of difference of setting data compared with,"A robot control device which can exchange data with a plurality of robot control devices and with a storage medium which stores setting data of the robot control device, which robot control device can compare setting data which is set a specific robot control device and setting data which is set at another robot control device and setting data which is stored in the storage medium, at least two, for each item, display items with differences between the compared setting data, and reflect that selected setting data.",positive,in_domain
1151,0.7,14/725421,9586321,humanoid-robot-commercialization-technology,"Robot, control method of robot, and control device of robot",A robot includes a grasping unit and performs an action based on: first imaging information of the grasping unit which does not grasp an object to be grasped in a first point; second imaging information of the grasping unit which does not grasp the object to be grasped in a second point which is different from the first point; and third imaging information of the object to be grasped which is grasped by the grasping unit in the first point.,positive,in_domain
1152,0.7,14/738302,10046458,humanoid-robot-commercialization-technology,System of confining robot movement actions and a method thereof,"The present disclosure relates to a system for confining movement actions of a robot and a method thereof, the system comprising a virtual wall device and a robot, the virtual wall device is configured to receive a barrier detection signal in a predetermined receiving range and to emit a virtual wall signal, through the virtual wall signal, a work space can be virtually divided into a first work area and a second work area. The robot continuously emits the barrier detection signal during its operation and is able to receive the virtual wall signal; when the robot gets into the predetermined emitting range and receives the virtual wall signal, the robot decides to get across or escape by checking the information from the virtual wall signal with its passing record. Therefore, the system can be applied to confine the robot to operate in the first work area or the second work area.",positive,in_domain
1153,0.7,14/810964,9492921,humanoid-robot-commercialization-technology,Robot controller having detachable teaching pendant,"A robot controller for ensuring safety of an operator, which is capable of reducing operational cost by avoiding unnecessary emergency stop of a robot. A teaching pendant has an emergency stop button for interrupting drive power for the robot, and a main body of the controller has a signal part which receives an emergency stop signal from the teaching pendant when the emergency stop button is pushed, and a power interrupting part which interrupts the drive power for the robot when the signal part receives the emergency stop signal under a predetermined condition. Until a first predetermined period of time has passed after a connection/disconnection switch is operated, the power interrupting part does not interrupt the drive power when a connection-recognition signal representing that the teaching pendant is connected to the main body is not generated, even when the emergency stop signal is input from the teaching pendant.",positive,in_domain
1154,0.7,14/805080,9656387,humanoid-robot-commercialization-technology,Human augmentation of robotic work,"A solution for performing a set of tasks using one or more robotic devices is provided. The robotic device can be configured to perform each task using one or more effector devices, one or more sensor devices, and a hybrid control architecture including a plurality of dynamically changeable levels of autonomy. The levels of autonomy can include: full autonomy of the robotic device, teleoperation of the robotic device by a human user, and at least one level of shared control between the computer system and the human user.",positive,in_domain
1155,0.7,14/827924,9902059,humanoid-robot-commercialization-technology,"Robot teaching apparatus, method, and robot system","A robot teaching apparatus for teaching an operation of a robot measures a state of an action of a mechanism on a target object while the mechanism is acting on the target object. The mechanism has a shape or a function corresponding to a hand unit of the robot. The robot teaching apparatus generates an operation instruction for the robot based on the measured state, and records the generated operation instruction.",positive,in_domain
1156,0.7,14/817247,9895806,humanoid-robot-commercialization-technology,Control device for robot that performs work by pressing tool against workpiece,A robot control device includes a correction amount calculation unit that calculates a correction amount for collecting a deviation of a tip position of a tool attached to a tip of a robot due to an external force applied to the tool and a correction profile generation unit that generates a correction profile indicating a relationship between the correction amount calculated by the correction amount calculation unit and time.,positive,in_domain
1157,0.7,14/835424,9616568,humanoid-robot-commercialization-technology,Generating a grasp affordance for an object based on a thermal image of the object that is captured following human manipulation of the object,"Methods, apparatus, and computer readable storage media related to utilizing a thermographic camera to capture at least one thermal image of an object following human manipulation of the object, and generating a grasp affordance for the object based on the temperatures indicated by the captured thermal image. The generated grasp affordance may be utilized, directly or indirectly, by one or more robots for determining grasping parameters for manipulating the object and/or other objects that are similar to the object.",positive,in_domain
1158,0.7,14/850664,9669551,humanoid-robot-commercialization-technology,Robotic hand and fingers,Technologies pertaining to a robotic hand are described herein. The robotic hand includes one or more fingers releasably attached to a robotic hand frame. The fingers can abduct and adduct as well as flex and tense. The fingers are releasably attached to the frame by magnets that allow for the fingers to detach from the frame when excess force is applied to the fingers.,positive,in_domain
1159,0.7,14/854088,9782898,humanoid-robot-commercialization-technology,Robot controller for avoiding problem regarding robot at the time of emergency stop,"A robot controller having a function for mitigating damage to a robot when the robot is brought to an emergency stop, and for facilitating restoration of the robot from the emergency stop. The robot controller has a controlling part which controls a motion of a robot based on a predetermined robot program; a first detecting part which detects a predetermined abnormality which does not require the robot to be immediately stopped; a stopping condition judging part which judges as to whether or not a predetermined stopping condition is satisfied when the first detecting part detects the abnormality; and a stopping process executing part which executes a stopping process of the robot when the stopping condition is satisfied, and does not execute the stopping process when the stopping condition is not satisfied.",positive,in_domain
1160,0.7,14/856497,9751210,humanoid-robot-commercialization-technology,Systems and methods for performing occlusion detection,"The present invention provides a mobile robot configured to navigate an operating environment, that includes a machine vision system comprising a camera that captures images of the operating environment using a machine vision system; detects the presence of an occlusion obstructing a portion of the field of view of a camera based on the captured images, and generate a notification when an occlusion obstructing the portion of the field of view of the camera is detected, and maintain occlusion detection data describing occluded and unobstructed portions of images being used by the SLAM application.",positive,in_domain
1161,0.7,14/920592,10201903,humanoid-robot-commercialization-technology,Punch-in / punch-out smoothing for takeover of automated movement with haptic controller,"Example implementations relate to punch-in transitions to smoothly transition operation of parts of a robotic system from control tracks to real-time input, such as to smoothly transition a control track rotating a knob at a handheld controller to real-time input received at the handheld controller. Similarly, example implementations relate to punch-out transitions to smoothly transition operation of parts of a robotic system from real-time input to control tracks, such as to smoothly transition from the real-time input received at a handheld controller to a control track rotating a knob at a handheld controller. In particular, an example system may include a handheld haptic controller, a control system, and a robotic component.",positive,in_domain
1162,0.7,14/929768,9533419,humanoid-robot-commercialization-technology,Robotic finger and hand,"A robotic finger is provided. The robotic finger includes a first member that has a plurality of rigid sections that are rotatably connected end-to-end through respective first joints. The robotic finger also includes a second member that has a plurality of flexible sections that are connected end-to-end at respective second joints. The robotic finger also includes a plurality of linkages connecting the first member and the second member so as to align the plurality of flexible sections with the plurality of rigid sections side-by-side, and a respective linkage connects a respective first joint of the first member to a respective second joint of the second member. The robotic finger further includes a fingertip section that connects a distal end the first member to a distal end of the second member.",positive,in_domain
1163,0.7,14/958440,9975241,humanoid-robot-commercialization-technology,Machine object determination based on human interaction,"This disclosure pertains to machine object determination based on human interaction. In general, a device such as a robot may be capable of interacting with a person (e.g., user) to select an object. The user may identify the target object for the device, which may determine whether the target object is known. If the device determines that target object is known, the device may confirm the target object to the user. If the device determines that the target object is not known, the device may then determine a group of characteristics for use in determining the object from potential target objects, and may select a characteristic that most substantially reduces a number of potential target objects. After the characteristic is determined, the device may formulate an inquiry to the user utilizing the characteristic. Characteristics may be selected until the device determines the target object and confirms it to the user.",positive,in_domain
1164,0.7,14/966778,10071476,humanoid-robot-commercialization-technology,Device with improved actuating means and method for use thereof,"A device comprising a main body, an arm assembly comprising first arm member, a first joint, a second arm member, a second joint, orientation control means for adjusting the orientation of the arm members and/or joints of the arm assembly relative to the main body, one or more passive actuating means for counterbalancing at least a part of the weight of the arm assembly, wherein an adjustable lever mechanism is arranged between the main body and the arm assembly, drive means configured for adjusting the lever arm, one or more orientation sensors for determining the orientation of the arm members and/or joints of the arm assembly relative to the main body, and lever arm control means for adjusting the lever arm of the adjustable lever mechanism with the drive means. The invention further relates to a method of adjusting a lever arm of such a device.",positive,in_domain
1165,0.7,15/005362,9522471,humanoid-robot-commercialization-technology,Virtual safety cages for robotic devices,"Methods and systems for determining and presenting virtual safety cages are provided. An example method may involve receiving an instruction for a robotic device to perform a physical action in a physical environment occupied by the robotic device. The method may also involve, responsive to receiving the instruction, and based on one or more parameters of one or more physical components of the robotic device, determining one or more estimated trajectories along which the one or more physical components of the robotic device are estimated to move as the robotic device performs the physical action. The method may further involve, based on the one or more estimated trajectories, determining a virtual representation of a space that the robotic device is estimated to occupy in the physical environment while performing the physical action. The method may then involve providing, into the physical environment, an indication of a location of the space.",positive,in_domain
1166,0.7,14/941143,9950428,humanoid-robot-commercialization-technology,Method and system for controlling wearable robot,"A method for controlling a wearable robot includes deducing a knee joint angle value of a robot using a joint angle sensor in a control unit, comparing the deduced knee joint angle value with a reference knee joint angle value previously stored in the control unit, deducing a thigh angle value using a thigh angle sensor in the control unit when the deduced knee joint angle value exceeds the reference knee joint angle value, comparing the deduced thigh angle value with a reference thigh angle value previously stored in the control unit, and setting an operation mode of the robot to a lift-up mode in the control unit when the thigh angle value exceeds the reference thigh angle value.",positive,in_domain
1167,0.7,14/990913,10131054,humanoid-robot-commercialization-technology,"Object gripping system, object gripping method, storage medium and robot system","An object gripping system includes a position and orientation measurement unit configured to measure a position and an orientation of at least one target object based on an image obtained by capturing the at least one target object. A selection unit is further provided to select at least one holdable target object based on the position and orientation. A determination unit determines, as an object to be held, a holdable target object based on a priority set, when assembling the holdable target object to an assembly destination object, and a controlling unit controls a holding unit to hold the object to be held, which is determined by the determination unit.",positive,in_domain
1168,0.7,15/006264,9630316,humanoid-robot-commercialization-technology,Real-time determination of object metrics for trajectory planning,"Example systems and methods may be used to determine a trajectory for moving an object using a robotic device. One example method includes determining a plurality of possible trajectories for moving an object with an end effector of a robotic manipulator based on a plurality of possible object measurements. The method may further include causing the robotic manipulator to pick up the object with the end effector. After causing the robotic manipulator to pick up the object with the end effector, the method may also include receiving sensor data from one or more sensors indicative of one or more measurements of the object. Based on the received sensor data, the method may additionally include selecting a trajectory for moving the object from the plurality of possible trajectories. The method may further include causing the robotic manipulator to move the object through the selected trajectory.",positive,in_domain
1169,0.7,15/017099,10065316,humanoid-robot-commercialization-technology,Systems and methods for safe robot operation,"In various embodiments, safe robot operation is achieved by combining commercial, off-the-shelf, safety-rated components with the inherent safety-design mechanism of the robot to provide various allowable power levels to robotic actuators and thereby limit the forces and/or speeds generated by robotic appendages driven by the actuators.",positive,in_domain
1170,0.7,15/009621,10059003,humanoid-robot-commercialization-technology,Multi-resolution localization system,"In one aspect, a method is described. The method may include providing an end effector tool of a robotic device configured to perform a task on a work surface within a worksite coordinate frame. The method may further include providing first location data indicating a first location of the end effector tool with respect to the work surface, providing second location data indicating a second location of the end effector tool within the worksite coordinate frame, and providing third location data indicating a third location of the end effector tool within the worksite coordinate frame. The method may further include tracking the location of the end effector tool based on the first, second, and third location data, and, based on the tracked location of the tool, instructing the robotic device to manipulate the end effector tool to perform a task on the work surface.",positive,in_domain
1171,0.7,15/017814,10335958,humanoid-robot-commercialization-technology,Robotic end effector quick change mechanism with switchable magnetic coupler,A robotic end effector quick change coupling apparatus employs a drive motor assembly having a center drive interface. A coupling component having a magnetic element extends from the drive motor assembly concentric with the center drive interface. An end effector tool has a drive connection adapted to removably receive the center drive interface. A mating coupling component having a mating magnetic element extends from the end effector tool concentric with the drive connection. The magnetic element and mating magnetic element are separably engaged by mutual magnetic attraction to couple the end effector to the drive motor assembly.,positive,in_domain
1172,0.7,15/056301,9808934,humanoid-robot-commercialization-technology,Robot control apparatus judging restart of operation program,"A robot control apparatus includes a stop command unit which stops a robot. A first external force judgement value smaller than a stop judgement value and a second external force judgement value smaller than the first external force judgement value are previously determined. The stop command unit inhibits a restart of execution of an operation program when, in a state where the execution of the operation program is temporarily stopped, an external force is continuously equal to or less than the first external force judgement value during a period of a first time length, and additionally, the external force continuously exceeds the second external force judgement value during a period of a second time length.",positive,in_domain
1173,0.7,15/058706,10399222,humanoid-robot-commercialization-technology,Robot,"A robot includes a first arm that rotates around the first axis, a second arm that rotates around a second axis in a direction different from the first axis, a third arm that rotates around a third axis parallel to the second axis, a first inertia sensor that is installed at the first arm, a second (a) inertia sensor that is installed at the third arm, first to third angle sensors, a posture detection unit that detects the posture of the third arm with the second arm as a reference and derives a feedback gain, and a second drive source control unit that feeds back a second correction component, which is obtained by multiplying a value, which is obtained by subtracting the angular velocity ωA2m and the angular velocity ωA3m from the angular velocity ωA3, by the feedback gain, and controls the second drive source.",positive,in_domain
1174,0.7,15/066202,10173325,humanoid-robot-commercialization-technology,"Robot, robot control apparatus and robot system","A robot includes a force detector, and a drive part that changes a position relationship between a marker and an imaging part. In the case with calibration processing of specifying a coordinate relationship as a correspondence relationship between a reference coordinate system with reference to a position of the marker and a robot coordinate system as reference of control of the drive part based on images of the marker captured by the imaging part in a plurality of the position relationships, the drive part is controlled to have anisotropy based on the coordinate relationship and a detection value of the force detector.",positive,in_domain
1175,0.7,14/951866,10322508,humanoid-robot-commercialization-technology,Robotic devices and methods of operating robotic devices,"A method is provided for operating a robotic device having a kinematic chain of movable components. The method includes: detecting respective values at least one characteristic of a plurality of the movable components by sensors arranged on the kinematic chain or in the vicinity of the kinematic chain; ascertaining a maximum value based on the detected values; comparing the ascertained maximum value with a predefined first safety limit by a controller of the robotic device; and adjusting the at least one characteristic or a further characteristic of the kinematic chain when the ascertained maximum value has a predefined relationship with the first safety limit, in order to increase the operating safety of the robotic device.",positive,in_domain
1176,0.7,15/087592,10076840,humanoid-robot-commercialization-technology,"Information processing apparatus, information processing method, and program","To reduce the possibility that a robot will collide with an obstacle during an interference check work and improve the efficiency of the check work at a portion where the interference may occur, an information processing apparatus includes a control unit that controls an operation of a first robot, an acquisition unit that acquires position and orientation of a display apparatus which is attached with a body of an observer, a generation unit that identifies a visual field of the observer including the first robot based on the position and orientation of the display apparatus and an internal parameter of the display apparatus and generate an operation image of a second robot to be displayed in the identified visual field, as an object that may interfere with the first robot, based on operation data of the second robot, and an output unit that outputs the operation image to the display apparatus.",positive,in_domain
1177,0.7,15/089355,9987745,humanoid-robot-commercialization-technology,Execution of robotic tasks,"The present disclosure relates to methods and systems for robust robotic task execution. An example method includes obtaining a task-level goal for a robot associated with one or more sub-goals, where accomplishment of the one or more sub-goals accomplishes the task-level goal. Carrying out an operation in pursuance of a given sub-goal may involve controlling at least one actuator of the robot. The method also includes determining one or more parameters indicative of a state of a system that includes the robot and an environment proximate to the robot. The method further includes selecting a particular sub-goal based on at least one of the one or more parameters. Additionally, the method includes selecting at least one controller based on at least one of the one or more parameters and the selected sub-goal. Further, the method includes causing the robot to operate in accordance with the at least one selected controller.",positive,in_domain
